Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Shops,Price
15556,75,1,33,22,6,9,9.0,1965,3,160915.6024112497
12286,41,1,40,19,8,10,14.0,1997,3,197470.41808823863
12913,8,2,48,30,6,13,12.0,1968,5,212792.29258572945
3411,27,1,49,19,6,8,1.0,2014,3,143090.0670542318
12507,54,2,79,79,6,10,15.0,2014,6,438708.7075787519
7005,27,2,70,32,6,5,16.0,1977,3,162798.64014976704
12237,9,2,61,38,8,8,14.0,1996,4,204080.91533336308
11312,62,1,42,32,6,4,15.0,1977,3,114978.58806293928
4039,9,1,44,21,8,12,14.0,1992,4,143235.98152799992
6824,73,2,47,31,6,7,9.0,1972,5,259418.64005895663
13002,1,1,42,32,6,6,17.0,1977,1,149411.12034349388
12605,23,3,72,32,6,3,1.0,1977,3,107058.45609567946
8468,94,2,56,33,8,12,16.0,1982,9,273067.32037377264
7103,23,3,69,32,6,3,3.0,1977,3,101008.32061869225
2883,41,2,44,30,6,6,9.0,1978,1,210944.1130212345
6229,61,4,84,56,8,4,14.0,1991,9,373187.2602117288
14700,44,2,49,31,9,1,9.0,1978,3,216660.1937709989
14248,105,3,71,46,7,6,5.0,1931,6,387442.8857604799
10868,27,1,42,41,10,8,17.0,1977,3,114375.65400185596
10484,91,3,62,45,6,8,9.0,1973,3,241011.0087113305
10370,29,2,44,30,6,7,5.0,1962,2,179651.00371848038
13099,27,1,37,32,6,16,22.0,1977,1,101776.64987692726
8292,83,3,76,48,10,18,16.0,1987,6,86975.00747556104
7479,165,1,37,21,6,6,9.0,1968,5,169929.0815406551
9981,121,1,36,24,9,10,12.0,1967,7,221968.04867588961
8428,133,3,81,56,9,7,11.0,1959,6,474671.8448967112
13351,6,1,50,32,6,17,25.0,1977,3,154935.47199634375
9992,56,2,57,33,9,8,17.0,1987,6,360952.74960449454
9572,21,1,30,19,6,6,9.0,1970,5,144418.5360803177
15454,47,1,36,19,8,3,16.0,1980,3,186926.8619130469
7052,91,1,35,25,6,6,9.0,1970,5,150719.2569394751
2815,19,3,66,46,9,14,14.0,1976,6,305942.93608792557
3612,97,2,73,35,15,4,7.0,1939,7,394749.6667245118
16439,91,2,43,28,6,5,5.0,1961,3,168109.64391686604
13512,39,1,34,20,9,4,12.0,1971,2,143375.41391075213
6817,61,2,57,32,9,17,22.0,2011,9,298652.2309396469
1063,77,1,42,23,8,14,12.0,1983,16,179784.4733339991
2221,170,1,35,21,6,3,5.0,1963,7,172795.8670771811
4652,47,2,54,34,8,4,12.0,1977,16,217600.87428656415
16473,2,1,40,21,8,12,16.0,1977,9,182289.7957848945
12259,52,2,67,32,10,15,17.0,1977,5,162087.1367811354
6975,30,2,63,32,6,15,22.0,1977,23,165574.67536325578
10300,6,2,61,32,6,16,25.0,1977,3,179856.18148373775
2437,180,1,31,19,6,2,5.0,1961,10,177601.93787852192
4570,6,3,76,32,6,9,17.0,1977,3,197322.6527748693
7006,10,1,35,18,7,6,9.0,1963,11,169259.7609984045
8224,177,3,77,48,12,9,25.0,2012,2,191550.1213566216
10811,34,3,85,32,6,10,1.0,1977,11,332286.5448579127
3181,90,2,59,33,10,19,17.0,1995,2,229145.8580370225
12981,57,2,55,32,9,14,17.0,2005,4,260422.38621096843
10096,23,3,76,44,6,16,17.0,2017,2,155726.3113618447
14590,27,2,68,35,12,3,18.0,2013,3,117882.78096611035
11040,27,1,42,32,6,4,22.0,1977,1,101075.96152471057
7211,13,3,87,53,8,9,14.0,1999,15,324328.04766366305
9604,90,2,47,33,6,1,5.0,1968,2,164644.7296434351
13889,87,3,64,39,8,4,9.0,1978,6,252984.7568707173
9913,7,3,87,52,7,3,5.0,1956,3,324910.7586438944
10475,15,1,38,19,7,13,17.0,2007,3,172200.26331953786
7474,105,2,48,28,6,8,8.0,1965,1,225413.29547119644
5082,86,3,73,47,8,14,25.0,2004,7,459012.1344340613
15266,9,1,46,22,8,9,14.0,1997,4,137106.28654171937
6864,21,3,67,39,8,5,9.0,1973,5,291635.22745171486
14245,30,2,60,60,6,1,3.0,1977,23,160137.6022856893
8732,165,1,35,18,8,2,5.0,1962,5,156234.7872788913
9804,23,3,68,32,6,3,4.0,1977,3,124577.08994476568
2360,89,2,54,53,9,6,17.0,2002,6,376123.9990964956
1322,67,3,74,47,10,13,16.0,1976,6,302116.93278534483
5672,104,3,62,44,6,9,9.0,1970,7,255033.73085011725
11003,23,2,66,32,6,18,17.0,1977,2,168607.17918870796
9182,9,1,42,23,8,8,17.0,1993,11,178350.76152634574
5606,6,1,41,32,6,5,17.0,1977,3,120519.55191008336
15130,84,2,47,29,6,6,5.0,1963,6,178860.59150720245
3827,67,2,42,31,6,10,9.0,1976,6,196773.3170277089
325,101,1,32,17,6,7,5.0,1971,2,139657.14697670072
13800,52,2,67,26,12,7,17.0,2008,5,283758.87139688147
1922,27,1,50,32,6,22,25.0,1977,3,165665.2526139576
12844,54,4,94,67,8,3,5.0,1953,6,431521.2903219077
11628,6,3,77,32,12,11,9.0,2017,3,219971.964984939
2448,124,1,37,18,8,15,15.0,1977,3,209729.99929386977
10015,23,1,45,44,6,19,25.0,1977,2,111787.07915914069
5987,54,2,44,30,6,6,9.0,1966,6,234208.25248019656
3490,9,2,52,34,8,11,14.0,1992,4,193535.13576444352
12149,13,1,37,21,7,6,17.0,1998,15,185689.80792805046
13697,59,2,59,36,6,24,25.0,2013,6,320070.4852376253
7525,80,1,37,20,6,3,9.0,1980,5,154711.91793861447
4120,22,2,64,60,6,7,17.0,1977,3,188075.0332177188
10461,125,2,47,33,6,3,5.0,1965,1,176696.19158421818
15973,17,1,48,20,11,3,24.0,2011,4,293475.7016424469
8947,52,1,38,32,6,12,17.0,1977,5,112609.63813385591
7094,47,1,38,24,8,1,14.0,2002,16,168382.66201739258
693,1,1,42,32,6,17,17.0,1977,1,130188.31623566555
7383,84,2,38,27,6,3,9.0,1965,6,219003.7356519832
6164,156,1,36,19,9,5,12.0,1972,19,177309.80868586546
3857,1,3,83,32,6,17,17.0,1977,1,199819.7261958926
12211,63,2,53,32,8,11,12.0,1980,6,390721.2835383688
8490,77,3,58,41,6,10,9.0,1975,16,243744.36053250238
6189,53,2,58,32,6,18,19.0,2014,3,286784.10582545033
16257,122,1,43,21,8,11,14.0,1997,8,177932.86248912165
16254,42,1,38,21,7,6,14.0,2006,3,158918.3542386796
11406,27,1,41,40,6,10,17.0,2015,3,117419.37898874053
15659,57,1,41,22,8,6,12.0,2007,4,161042.90451780224
2383,45,1,38,20,9,4,12.0,1968,2,195250.9756309731
7466,141,1,36,21,6,10,9.0,1971,3,233500.34139121074
4251,30,3,66,66,6,6,15.0,2015,23,110286.82133110915
7290,46,3,57,41,6,10,9.0,1970,5,260563.6027158488
948,23,2,57,55,6,3,15.0,1977,3,95227.62905442367
2727,13,2,53,35,9,3,14.0,1997,15,218453.3368309628
15845,79,2,47,31,6,6,12.0,1972,5,153566.60438739505
11429,39,1,33,22,6,8,9.0,1969,2,154071.23135280368
12956,46,1,34,23,6,2,9.0,1969,1,151320.65670666035
16633,91,1,34,23,6,6,5.0,1964,5,153632.33849628115
11122,27,3,85,32,6,4,13.0,1977,3,193272.92335189253
5660,23,1,31,30,6,7,12.0,1977,3,65932.03469957302
7084,30,2,88,32,6,14,1.0,1977,23,293232.2517746858
34,6,3,78,32,6,23,25.0,2019,3,206647.24566561845
3140,12,1,37,39,8,13,16.0,1982,15,146453.1987548015
14487,111,3,61,41,6,4,17.0,1974,11,279157.1714152888
12801,135,3,96,58,17,4,10.0,1959,19,443720.4292414559
3976,8,2,52,33,9,9,12.0,1985,5,201654.7261110164
16263,118,1,56,38,14,7,30.0,2012,7,211492.27887569176
696,41,1,38,19,7,14,14.0,2008,3,173252.42643115306
15583,47,2,53,33,8,6,12.0,1980,16,229163.89883713226
10756,15,2,64,34,10,12,22.0,2009,3,249582.67925161732
12846,27,2,59,32,10,12,19.0,1977,1,137825.67382191654
4090,113,3,60,44,6,8,9.0,1971,1,238120.4874980559
16388,23,2,56,52,6,8,9.0,2016,3,110750.16906708064
1120,129,3,60,32,7,2,4.0,1954,5,296102.7960342099
1011,9,2,53,32,8,8,14.0,1998,4,218660.4237995753
8894,28,2,49,31,6,2,5.0,1963,5,189460.92214886483
15954,75,3,73,45,9,5,17.0,2001,3,337170.8800597904
8488,55,2,37,25,6,3,14.0,1976,4,186876.1296064764
13401,94,1,36,20,6,3,9.0,1975,6,144957.00589348885
5843,19,1,35,23,9,1,7.0,1969,6,149055.27762740816
942,3,1,36,18,6,6,9.0,1972,3,153047.2720234528
14312,57,2,41,23,7,6,9.0,1966,3,144789.41358591773
7051,62,1,45,32,6,9,15.0,1977,3,119737.3015267698
3377,85,3,121,32,6,4,17.0,2016,7,554809.411250355
3124,6,1,41,21,10,6,17.0,2016,3,129130.73162805935
15528,66,3,79,47,12,17,17.0,2001,3,460008.0638942382
5449,9,3,76,49,10,16,17.0,1994,4,275717.9809361376
13745,57,2,55,34,9,11,17.0,2005,4,277415.99303267826
8049,27,2,65,31,6,10,1.0,2014,3,166431.3218538447
10052,128,2,52,29,8,7,14.0,1995,8,250824.68706211817
6123,52,2,43,23,6,3,12.0,1972,5,152737.98484700854
9268,23,4,106,32,6,6,25.0,1977,2,223132.08528391173
6721,1,2,64,67,6,17,24.0,1977,1,216806.32976429112
9777,45,2,45,29,6,3,5.0,1961,3,196486.57450866414
10211,62,2,103,32,6,11,1.0,1977,3,343956.40507702203
10329,27,3,87,32,6,9,7.0,1977,3,259585.02778123625
850,56,2,54,32,8,3,17.0,1986,6,376324.2027388626
9423,58,3,70,40,9,13,15.0,2008,2,265063.0375768849
4569,22,2,68,61,6,4,17.0,1977,3,189098.43001386672
5973,27,1,46,21,10,8,9.0,2018,3,142147.01649901725
9047,111,3,82,48,12,19,17.0,2006,4,452421.25073076994
8029,9,3,65,39,8,2,14.0,1996,11,284190.55511872337
9241,38,1,32,22,6,5,9.0,1964,7,85384.51251051265
6752,101,2,47,29,6,4,5.0,1969,2,183373.42673615066
12091,62,3,91,32,10,10,16.0,2017,3,208033.09556695065
4228,7,2,67,35,12,13,17.0,2014,3,89269.1881688485
14739,1,1,42,32,6,13,17.0,1977,1,148337.88841130995
13620,1,3,79,32,10,16,17.0,1977,1,233890.8548189363
11317,91,2,46,30,6,7,12.0,1972,3,194439.94968986136
14591,43,2,43,26,6,5,9.0,1961,8,287056.01254272985
3753,12,2,63,34,10,10,17.0,1992,15,262298.0296557597
5828,23,3,80,32,6,9,25.0,1977,2,217974.69522332595
15473,85,4,64,48,6,8,9.0,1980,7,247637.48203292163
14121,1,1,49,32,6,17,24.0,1977,1,128052.90766458654
1504,57,3,81,46,10,13,22.0,2003,4,378215.06429873005
6665,45,1,34,21,9,3,16.0,1987,2,184517.8047278171
5964,88,1,41,19,6,13,17.0,2004,9,170479.63329895286
664,1,2,65,32,6,4,17.0,1977,1,188059.5950764543
7392,6,2,62,32,6,3,17.0,2016,3,186941.3427144469
1743,21,2,49,32,6,6,9.0,1977,5,196935.06730287953
45,4,2,47,33,6,4,8.0,1964,5,315704.33649477013
2129,46,4,102,64,10,21,22.0,1985,1,344789.6152863426
9055,53,2,52,33,8,4,12.0,1975,3,270794.7140546706
9900,13,1,41,22,8,9,16.0,1982,15,170601.15984237747
10134,53,1,36,23,6,9,9.0,1972,10,185759.88191485906
12967,23,2,76,32,6,2,2.0,1977,3,136078.2719049695
13316,27,2,67,37,9,12,17.0,2014,1,126929.32118803768
14743,84,1,43,24,8,12,14.0,1989,6,210079.66895202376
6625,132,1,31,19,6,6,5.0,1962,7,176640.64534257606
13678,45,2,62,38,10,22,25.0,2017,2,378714.1593332233
1511,20,4,122,73,14,16,24.0,2011,5,402234.3417234169
6399,75,2,53,32,8,14,14.0,2003,5,86392.75816941792
11888,27,1,41,40,10,12,17.0,1977,3,114306.55020583973
8093,45,2,62,32,6,18,13.0,1977,2,339455.27115425834
10709,52,2,64,66,6,9,17.0,1977,5,189484.63156823398
11880,51,2,44,30,6,10,8.0,1962,8,332689.76894099556
6170,99,1,33,19,6,6,9.0,1971,4,123304.34039429305
2488,23,2,51,48,6,3,9.0,2015,3,103450.23016769288
14991,62,3,86,32,6,9,13.0,1977,3,194709.99538406843
15234,109,2,65,36,10,19,17.0,1994,6,147570.42992296265
11224,47,2,62,36,10,16,16.0,1980,3,250122.10189703212
6220,66,2,43,32,6,9,9.0,1972,3,249122.4396087261
14299,27,2,61,57,11,13,12.0,1977,3,139959.18688323346
6595,22,2,47,27,6,4,9.0,1970,3,183046.5347246097
3797,28,3,90,55,11,25,23.0,2010,3,176513.8429163469
4460,89,2,59,35,10,6,17.0,1998,6,355472.04834956664
12229,180,2,76,48,14,6,5.0,1918,10,431701.91482914437
4732,27,3,85,82,6,13,20.0,2016,3,265311.5169858603
16334,1,1,42,32,6,14,17.0,1977,1,156476.61434830475
612,27,3,79,50,10,4,17.0,2013,3,192696.92081501684
7834,6,2,63,60,6,18,25.0,2015,3,192358.95069407686
7375,181,2,49,29,7,9,9.0,1966,8,413262.2833313097
15831,6,1,48,32,6,25,25.0,1977,3,151846.93589895096
12675,21,1,36,21,6,3,9.0,1971,5,137280.98643248933
16424,10,2,43,28,6,4,9.0,1972,6,215451.0510080604
890,6,1,39,41,10,4,17.0,2017,3,127563.34407638591
15086,99,3,71,47,8,13,14.0,1989,4,335614.73092857754
540,23,4,104,32,6,24,25.0,1977,2,248411.842332234
9925,62,1,42,32,6,14,13.0,1977,3,128889.5934059398
15643,0,2,77,39,11,8,12.0,2014,6,237878.3267008834
8438,1,2,66,32,6,16,17.0,1977,1,199237.8473642843
16058,29,3,55,38,6,2,5.0,1960,3,194076.43775869824
15105,2,2,34,23,6,5,5.0,1964,5,148307.8158425077
3427,65,3,67,51,7,6,8.0,1957,4,452119.10137374577
12919,94,1,35,21,9,11,16.0,1981,9,164912.48485570645
13642,77,4,64,50,6,6,9.0,1974,16,275056.5307995484
14009,75,2,43,32,6,2,5.0,1963,5,165311.76085839092
11894,84,2,61,33,10,6,17.0,2015,1,294694.74132705765
16060,208,2,54,32,8,10,9.0,1957,4,433346.41916035756
2049,97,2,43,23,6,13,12.0,1971,6,190112.38547597628
5066,131,1,47,20,14,9,9.0,1963,4,328567.12679412763
14326,24,2,48,32,6,6,9.0,1961,3,224211.26528600245
10989,1,2,52,32,6,4,17.0,1977,1,171903.2479743833
6260,2,3,62,41,6,6,5.0,1968,6,266349.80037839443
1122,128,1,39,22,8,6,17.0,1987,8,174360.761778179
4365,100,3,69,48,8,2,8.0,1960,3,442173.4755908744
15129,109,4,117,72,10,5,17.0,2001,6,508664.1177214116
4765,53,2,44,29,6,8,12.0,1968,3,220925.90852358093
11079,62,1,46,32,6,8,15.0,1977,3,122153.35386246859
8715,25,1,32,34,6,15,13.0,1977,11,145780.19009245638
9117,29,2,42,31,6,4,5.0,1963,2,179174.43255580633
10972,52,3,80,46,12,14,17.0,2007,5,267748.00529447873
7010,83,3,68,46,6,9,12.0,1977,4,250563.1158011724
13861,27,2,60,31,12,5,1.0,1977,3,196519.97616932527
2339,53,1,35,25,8,9,24.0,2019,3,171058.5197985668
13684,71,1,43,23,8,12,12.0,2002,8,199321.4579167164
2479,6,1,37,32,6,14,13.0,1977,3,148124.07158952358
11741,45,4,102,73,9,6,5.0,1958,2,439726.6066637209
16074,128,3,79,47,10,5,17.0,1993,8,358940.1626046007
6592,94,1,44,19,10,11,18.0,2013,6,159822.07213951767
15312,96,2,52,31,8,19,17.0,1995,4,210166.2360562897
13785,41,1,38,23,6,3,9.0,1976,16,167850.17867780098
12852,27,2,67,32,6,11,17.0,1977,3,195469.50201556308
3666,27,1,47,26,6,15,15.0,2011,1,139239.46114882556
4468,21,1,51,20,14,12,18.0,2008,5,189856.43490475047
16796,46,1,33,22,6,4,9.0,1987,1,168233.01647699196
16303,93,1,37,20,6,13,17.0,2011,4,137070.010775582
4078,26,2,40,26,6,10,12.0,1967,2,175765.29667114967
10722,15,1,39,22,8,13,14.0,1990,3,191936.6433693856
10831,145,3,78,46,10,6,17.0,1986,5,320177.69928258384
7842,30,1,40,41,6,17,20.0,1977,23,143264.56780016946
5775,79,3,66,47,8,5,16.0,1985,5,310275.65066472103
10938,44,3,81,46,12,6,14.0,2005,3,381565.171097716
11137,6,3,77,32,6,12,1.0,1977,3,223834.43542290165
9576,1,2,54,34,8,15,14.0,1989,1,211449.42666626984
2191,39,1,30,16,6,4,9.0,1973,2,141876.2898976341
3324,56,3,57,37,6,4,9.0,1973,3,275945.1886548664
1507,58,1,52,32,6,6,9.0,1977,5,114118.24923364152
5029,27,1,37,17,7,3,10.0,1980,1,120748.54967115025
4682,7,2,43,11,7,6,12.0,1969,3,235924.13414498648
3311,105,3,61,42,6,9,9.0,1971,1,356687.929375762
4615,96,4,91,61,10,4,17.0,2005,4,194392.78959188398
3781,23,1,42,32,6,23,25.0,1977,2,140346.56789324776
1751,105,1,36,21,6,7,5.0,1968,1,154000.67344451105
15014,139,3,77,50,8,4,5.0,1959,3,361876.35781106295
12490,6,2,64,34,12,8,17.0,1977,3,168980.3708459613
14936,27,3,103,32,6,8,13.0,1977,3,225901.93808883755
6652,7,2,66,36,12,11,17.0,2008,3,376628.67762348976
15280,1,2,66,66,6,7,17.0,1977,1,200280.5689684376
9652,93,1,35,19,7,4,9.0,1978,3,139765.04261841555
4716,74,1,54,27,12,2,2.0,2019,2,159118.0523884977
4889,28,2,51,29,11,15,16.0,1984,3,228501.5171060753
9757,34,1,41,20,8,18,17.0,1994,11,197594.28380712555
5261,41,2,55,31,8,8,12.0,1983,16,239933.05253214165
9006,9,2,54,31,8,10,14.0,1990,4,167968.00588417894
8680,8,1,30,21,6,8,9.0,1972,5,131582.13885360447
13368,57,1,34,20,6,6,5.0,1962,4,149194.22163897398
3820,27,1,48,19,12,19,17.0,2018,3,149286.39520956064
8863,202,3,94,58,9,4,7.0,1983,5,286215.8635523472
9881,11,2,34,22,6,5,9.0,1976,1,172376.25054662125
12547,23,1,42,16,9,18,17.0,2013,2,99950.20191865374
13275,23,1,42,32,6,7,17.0,1977,2,105168.85431393926
7643,91,3,66,45,9,8,12.0,1970,3,263815.45371426287
13491,0,1,38,32,6,19,17.0,2016,6,105134.28699422268
1164,74,2,55,31,9,9,17.0,2006,5,241131.73387999448
1742,109,2,51,31,7,15,16.0,1988,6,411838.40048208757
11823,6,3,76,32,6,7,17.0,2017,3,205048.51231882788
14768,52,2,65,32,6,15,17.0,1977,5,179831.13662134274
445,8,1,40,22,7,16,17.0,2011,5,101530.29698252404
9223,9,3,86,84,6,6,6.0,2017,4,235852.74664220968
4927,58,1,54,50,6,5,9.0,1977,5,105815.22850409904
98,54,3,120,120,6,7,1.0,2015,6,621002.9126791923
14821,52,1,42,32,6,8,17.0,1977,5,161435.84812840619
7477,48,1,40,37,10,19,20.0,2017,10,240710.8601978821
7789,146,1,60,45,11,13,32.0,2011,10,227510.0337622088
8500,31,1,80,25,29,6,13.0,2014,1,460492.01094715396
149,65,3,72,50,7,4,8.0,1957,4,487300.56135054975
15532,99,1,36,23,9,11,14.0,1976,8,158796.50421893757
8730,183,3,75,52,9,7,5.0,1959,10,455932.1946330631
11203,25,2,46,30,6,3,9.0,1973,1,183698.04949245555
7430,23,1,44,32,6,5,25.0,1977,2,115889.560863203
10733,27,1,34,14,10,7,25.0,2014,3,108396.29737905598
7797,0,2,43,27,6,6,5.0,1964,8,176210.8123341811
9043,113,1,36,22,6,9,9.0,1970,1,171624.05003472522
13043,84,1,39,20,9,12,12.0,1970,6,160821.05077357093
14276,128,3,81,51,8,15,14.0,1993,8,313758.0665927413
8552,48,3,95,95,6,18,1.0,2014,10,477900.3711537622
6826,53,3,70,47,7,3,9.0,1973,3,349269.0533178617
13903,9,2,56,32,8,9,14.0,1991,4,182107.8645990333
12410,53,2,48,32,6,8,9.0,1969,3,235038.0514041409
12721,9,2,55,32,8,6,14.0,1993,1,184561.20324214108
3112,21,3,76,44,8,7,10.0,2001,5,200106.66965949367
1992,34,3,119,68,14,12,11.0,2000,11,595348.3058066913
10879,9,3,88,32,6,11,1.0,1977,4,240704.6179701105
13361,18,1,42,20,10,16,22.0,1986,5,156540.703714192
11833,13,1,41,22,8,7,14.0,1998,15,215556.50167604297
10163,67,3,74,47,10,6,16.0,1976,6,323403.4769611881
1694,29,2,59,36,10,20,22.0,2002,2,286692.0349498658
11851,41,1,38,20,9,2,12.0,1972,1,181917.6394134863
4596,27,2,58,55,6,11,14.0,2015,3,139528.53670772124
3094,41,3,70,41,8,7,16.0,1988,3,293973.84543427767
10233,45,2,66,32,6,15,17.0,1977,2,192084.1151677729
10089,90,3,58,42,6,2,9.0,1968,2,225284.70023519953
14389,24,1,34,24,6,4,5.0,1965,3,174918.16637485664
16318,130,3,69,47,7,12,16.0,1997,7,326766.6064840736
6647,129,2,50,33,7,6,8.0,1968,5,236550.8149295355
9400,3,3,65,43,10,1,12.0,1976,3,229847.41319314946
4760,62,1,52,32,14,7,17.0,1977,3,128808.3538991708
9456,27,1,30,32,6,5,22.0,1977,1,77007.28746158438
15404,35,4,101,66,10,17,22.0,1998,11,559215.4460053578
12106,28,4,107,66,11,18,23.0,2008,3,480951.9127875829
5765,34,3,77,49,10,5,17.0,1996,11,288857.6730449872
7334,23,3,68,68,6,8,9.0,2016,3,126038.01697638961
12315,46,1,32,22,6,1,5.0,1969,5,143319.18056823374
1447,47,2,56,34,9,7,16.0,1979,3,114654.37192562495
10997,27,2,55,32,6,15,17.0,1977,3,147765.7705894851
13876,65,2,73,42,12,2,9.0,1948,4,508126.27895490616
9288,1,2,65,32,6,2,17.0,1977,1,197724.4371297783
2036,47,1,41,24,8,3,25.0,2009,3,199345.32491787078
8960,54,2,80,80,6,7,1.0,2017,6,448123.2947562858
3353,46,2,43,31,6,4,5.0,1962,1,217071.6274316072
9303,53,2,57,40,10,11,24.0,2020,3,263206.2231518417
13973,27,1,39,32,6,16,19.0,2018,1,99605.70289535492
6446,75,1,39,19,9,14,12.0,1969,5,169333.5333558262
2417,6,3,79,32,12,8,13.0,1977,3,224767.94537253867
4793,42,1,43,22,10,12,24.0,2009,3,176570.57265425753
4930,28,1,42,22,8,8,14.0,1987,3,192360.07230913648
11417,17,1,40,22,8,6,16.0,1980,4,145941.55533360448
5723,53,1,39,22,9,9,12.0,1973,3,215809.4676597896
13394,23,2,64,62,6,14,17.0,2018,2,168945.2668037612
5609,1,2,67,32,6,21,24.0,1977,1,218830.27844053038
7901,79,3,59,37,7,2,16.0,1976,5,260402.17882362212
3914,24,4,155,76,15,6,22.0,2012,3,559886.9653484939
14575,67,2,46,31,6,6,9.0,1974,6,214473.3717392301
3452,46,3,75,32,6,17,24.0,2015,5,424047.7111275685
1075,59,1,38,23,9,12,12.0,1972,6,153912.04450356893
11825,39,1,37,19,9,7,9.0,1973,2,147647.0075857701
14988,34,2,66,61,11,23,25.0,2017,11,319145.6942494532
13025,27,2,60,32,6,3,16.0,1977,3,106370.05020737225
2259,6,3,79,32,6,4,17.0,1977,3,213692.8305824405
12412,27,1,29,12,8,17,25.0,1967,3,114320.09826032488
3292,27,2,69,32,6,11,17.0,1977,1,150777.87685680017
7921,9,1,36,20,7,8,22.0,1991,1,134649.5341631332
12107,23,3,68,64,6,12,17.0,2017,3,140427.99938011786
6835,8,1,40,19,8,12,17.0,2016,5,158318.38108603648
9020,23,2,56,54,6,1,3.0,1977,3,87967.95014228488
4345,62,1,49,32,6,5,1.0,2020,3,135353.8856202234
4895,52,3,81,32,6,9,17.0,1977,5,189650.906088464
10856,18,2,53,30,8,3,17.0,1998,5,231331.10063784232
1147,42,2,59,33,12,12,12.0,2005,3,240122.98587675704
9437,84,2,46,32,6,4,5.0,1964,6,179561.78029487486
14725,30,2,65,32,6,21,1.0,2014,23,278649.4344224301
15549,1,2,68,32,6,12,17.0,1977,1,250262.08333605266
6271,96,1,42,18,7,4,15.0,2011,4,165636.15532047168
5621,23,3,163,32,12,5,3.0,1977,3,207007.9566626949
2012,61,1,36,21,6,1,9.0,1978,9,158385.06341416895
10712,86,1,33,19,8,3,9.0,1965,7,167656.6690561749
8511,21,3,59,40,6,6,5.0,1958,4,149240.7341107218
5938,25,2,62,32,6,4,25.0,2017,11,259361.6620324736
9914,3,2,60,43,6,10,9.0,1969,2,136864.67901652106
4477,60,2,93,59,10,18,18.0,2005,19,542945.9186567373
5824,19,3,78,47,10,7,17.0,1994,9,258770.6243588981
4924,101,2,46,29,6,4,5.0,1960,2,195841.34538243074
6046,27,1,44,32,6,6,12.0,1977,3,118327.09061978915
4585,86,3,65,42,8,2,12.0,1984,7,331781.84172596066
13757,39,2,47,29,6,4,9.0,1976,2,200924.15459167366
10127,103,3,65,44,6,6,9.0,1971,3,298194.50275338115
3272,106,1,38,20,8,9,17.0,1991,3,169138.8399026381
536,122,2,59,36,10,14,16.0,1995,8,249031.9749662036
5306,96,1,49,32,6,8,15.0,2016,4,119791.09816444901
10993,23,1,30,31,10,5,17.0,2016,3,66630.7407721021
15878,42,3,78,48,12,3,12.0,2005,3,287552.5303003016
7192,121,2,48,29,6,2,5.0,1967,7,227214.3040523349
10119,53,2,49,31,6,9,9.0,1972,10,266085.91356473434
14104,1,3,81,32,6,8,17.0,1977,1,244044.1411642193
13408,94,2,44,30,6,9,9.0,1977,6,201584.44125536567
1777,47,2,52,31,8,5,12.0,1979,3,269694.16391909646
15258,23,2,51,32,6,2,17.0,1977,3,105059.2852248056
6708,48,1,42,22,6,1,10.0,2010,10,200021.83512699482
2037,55,3,63,38,8,7,14.0,1990,4,223907.20272059686
589,38,3,88,32,10,16,20.0,1977,7,372468.397635108
10256,58,1,46,43,6,7,9.0,1977,5,98321.72930645294
12072,138,1,41,19,10,13,24.0,2004,2,209421.8754062072
16145,1,2,63,36,13,11,12.0,2007,1,216218.59189029835
1378,6,1,36,23,6,4,4.0,1961,3,117188.64222441314
2031,66,2,74,70,9,15,17.0,2003,3,538574.775414695
11827,6,2,63,32,6,2,1.0,1977,3,190048.25852991838
7299,46,3,59,42,6,2,5.0,1967,5,220596.82122866067
14608,79,2,44,27,6,8,9.0,1975,5,211091.58020776886
233,18,1,40,23,7,5,15.0,2001,5,195089.17474542235
2371,27,2,68,64,6,4,2.0,2014,3,189244.2499086241
8642,92,3,56,42,6,6,5.0,1963,5,244852.01373819308
5870,2,2,48,28,6,7,9.0,1968,6,215544.6891942117
14025,53,2,54,33,8,5,23.0,1987,3,261095.83438261645
8830,121,2,45,23,6,10,14.0,1977,7,89659.18778512819
9720,32,3,62,41,8,12,14.0,1990,11,339844.4616266244
14243,79,3,66,47,9,3,12.0,1970,5,328458.6537600362
6436,79,3,91,50,11,19,25.0,1979,5,182452.76475923427
7527,124,2,40,28,6,5,5.0,1962,3,208049.05214631654
16599,29,2,46,28,6,2,5.0,1967,2,180344.1641528418
1640,28,1,44,21,10,16,23.0,2008,3,223150.0755529454
12049,1,2,61,32,6,20,22.0,2014,1,206168.3192223629
6191,11,2,48,35,6,2,5.0,1967,5,199395.98992073946
9259,78,1,39,20,7,5,17.0,2004,2,216276.17372467226
7560,1,3,77,32,6,8,17.0,1977,1,180713.8306190472
6003,1,1,41,32,6,8,17.0,1977,1,166481.35088593382
11779,30,2,67,32,6,13,17.0,1977,23,197761.2169323458
6140,21,2,40,24,7,4,9.0,1967,1,138132.42548075426
9248,119,2,46,33,6,5,5.0,1966,5,182694.67607451728
14008,26,1,49,20,11,6,30.0,2010,2,239534.79207111648
2703,11,2,45,30,6,5,5.0,1971,1,193813.06205520648
4942,141,2,55,34,8,4,5.0,1960,3,314128.578021193
1568,39,1,32,18,6,10,9.0,1972,2,154268.3667326651
